  0.60000000E+00  0.44950757E+00  0.16520587E+01  0.15746478E+10  0.62324785E+05  0.00000000E+00 -0.12549911E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11659184E+03  0.11779403E-02  0.10900973E+04  0.32569849E-01  0.12321191E+04  0.96625221E+00  0.43823301E+02  0.98984869E+00  0.11057913E+04  0.10151311E-01  0.10981902E+04  0.16608320E+03  0.99439154E+00  0.46600407E-02  0.67851363E-05
  0.60000000E+00  0.53846704E+00  0.13858147E+01  0.48727843E+09  0.42408832E+05  0.00000000E+00 -0.15057219E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12447579E+03  0.83008571E-04  0.98754797E+03  0.49228990E-02  0.12477594E+04  0.99499409E+00  0.81096615E+02  0.98379790E+00  0.10056384E+04  0.16202099E-01  0.99522016E+03  0.11123759E+03  0.99071749E+00  0.64008725E-02  0.39346387E-05
  0.60000000E+00  0.44659378E+00  0.16292692E+01  0.61776052E+08  0.47520221E+05  0.00000000E+00 -0.63044546E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11405388E+03  0.22131220E-02  0.81888655E+03  0.45984460E-01  0.93783562E+03  0.95180242E+00  0.42807500E+02  0.98164659E+00  0.83619191E+03  0.18353406E-01  0.82586838E+03  0.12482091E+03  0.98856867E+00  0.85514348E-02  0.20321290E-04
  0.60000000E+00  0.45028008E+00  0.16216340E+01  0.41042564E+09  0.40163672E+05  0.00000000E+00 -0.55610776E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11439977E+03  0.25059592E-02  0.73316410E+03  0.60227476E-01  0.83838627E+03  0.93726656E+00  0.55849376E+02  0.97780075E+00  0.75230112E+03  0.22199245E-01  0.74098070E+03  0.10397954E+03  0.98352568E+00  0.11278782E-01  0.32783054E-04
  0.60000000E+00  0.58814026E+00  0.12530574E+01  0.80350591E+08  0.35333350E+05  0.00000000E+00 -0.17865191E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12678181E+03  0.17867761E-05  0.10183893E+04  0.14521509E-02  0.13597449E+04  0.99854606E+00  0.82322988E+02  0.98243774E+00  0.10399022E+04  0.17562257E-01  0.10284026E+04  0.92163894E+02  0.98975640E+00  0.62052822E-02  0.15693066E-05
  0.60000000E+00  0.51219521E+00  0.14553073E+01  0.87089412E+09  0.40947805E+05  0.00000000E+00 -0.11128917E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12231963E+03  0.31375153E-03  0.88586101E+03  0.10853654E-01  0.10845527E+04  0.98883259E+00  0.75465182E+02  0.98152011E+00  0.90342141E+03  0.18479892E-01  0.89257127E+03  0.10676847E+03  0.98821063E+00  0.80184173E-02  0.85255900E-05
  0.60000000E+00  0.53163548E+00  0.14400387E+01  0.14837460E+10  0.11319778E+06  0.00000000E+00 -0.76993979E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12759199E+03  0.27666662E-04  0.22595438E+04  0.11119630E-02  0.28406652E+04  0.99886037E+00  0.48045196E+02  0.99688084E+00  0.22790285E+04  0.31191613E-02  0.22745314E+04  0.30799671E+03  0.99881887E+00  0.11041640E-02  0.16181255E-06
  0.60000000E+00  0.49100541E+00  0.15249874E+01  0.15660532E+10  0.31348276E+05  0.00000000E+00 -0.57589053E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11853677E+03  0.11608236E-02  0.65299840E+03  0.34495272E-01  0.77916098E+03  0.96434390E+00  0.70024608E+02  0.96931007E+00  0.67307753E+03  0.30689934E-01  0.65937179E+03  0.78892239E+02  0.97120060E+00  0.16573924E-01  0.42196105E-04
  0.60000000E+00  0.43048377E+00  0.17089206E+01  0.11800855E+10  0.48126373E+05  0.00000000E+00 -0.66108454E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11144280E+03  0.30738422E-02  0.82442183E+03  0.97873543E-01  0.91441436E+03  0.89905261E+00  0.48799913E+02  0.98378356E+00  0.84433999E+03  0.16216438E-01  0.83487076E+03  0.12627249E+03  0.98891760E+00  0.83737663E-02  0.25168997E-04
  0.60000000E+00  0.51269884E+00  0.13888232E+01  0.15878059E+08  0.49053280E+05  0.00000000E+00 -0.12414380E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12318915E+03  0.21712031E-03  0.10343453E+04  0.48215003E-02  0.12937525E+04  0.99496138E+00  0.53525680E+02  0.98534254E+00  0.10507101E+04  0.14657457E-01  0.10408726E+04  0.13001671E+03  0.99280542E+00  0.53676078E-02  0.31402371E-05
